v1,v2,v3,v4
91,76.9,57.1,Particular Subvencionado
436,79.1,53.7,Municipal - DAEM
130,73.8,53.8,Municipal - DAEM
15,60,33.3,Municipal - DAEM
100,82,51,Municipal - DAEM
95,85.3,56.8,Municipal - DAEM
57,78.9,59.6,Municipal - DAEM
143,66.4,37.8,Municipal - DAEM
124,66.9,36.3,Municipal - DAEM
10,80,30,Municipal - DAEM
15,86.7,66.7,Municipal - DAEM
161,78.3,55.3,Municipal - DAEM
225,79.1,62.7,Municipal - DAEM
84,82.1,54.8,Municipal - DAEM
65,78.5,55.4,Municipal - DAEM
265,54.3,30.2,Particular Subvencionado
195,79.5,57.9,Municipal - DAEM
132,75.8,53.8,Municipal - DAEM
157,59.9,43.9,Municipal - DAEM
629,71.9,48,Municipal - DAEM
149,86.6,69.8,Municipal - DAEM
9,88.9,77.8,Municipal - DAEM
220,84.1,68.2,Municipal - DAEM
232,79.3,63.4,Municipal - DAEM
242,88.8,72.3,Municipal - DAEM
145,89,78.6,Municipal - DAEM
101,65.3,46.5,Municipal - DAEM
228,72.8,55.3,Municipal - DAEM
202,82.7,63.4,Municipal - DAEM
42,85.7,71.4,Municipal - DAEM
583,73.6,54.2,Particular Subvencionado
360,43.1,25,Particular Subvencionado
595,65.9,40.7,Particular Subvencionado
328,64.3,45.1,Particular Subvencionado
830,57.5,36.1,Particular Subvencionado
362,57.2,37.6,Particular Subvencionado
310,54.5,34.8,Particular Subvencionado
275,69.5,47.6,Particular Subvencionado
157,43.3,19.1,Particular Subvencionado
345,82,64.9,Municipal - DAEM
157,70.7,50.3,Municipal - DAEM
124,83.9,50.8,Municipal - DAEM
3,100,66.7,Municipal - DAEM
28,85.7,78.6,Municipal - DAEM
8,100,62.5,Municipal - DAEM
30,80,66.7,Municipal - DAEM
18,94.4,72.2,Municipal - DAEM
5,60,40,Municipal - DAEM
180,79.4,58.3,Municipal - DAEM
113,86.7,61.1,Municipal - DAEM
99,90.9,77.8,Municipal - DAEM
251,91.2,80.5,Municipal - DAEM
54,94.4,85.2,Municipal - DAEM
91,85.7,73.6,Municipal - DAEM
126,87.3,69,Municipal - DAEM
33,87.9,66.7,Municipal - DAEM
39,87.2,71.8,Particular Subvencionado
223,87.4,70.9,Particular Subvencionado
478,86.8,69.9,Municipal - DAEM
72,90.3,69.4,Municipal - DAEM
77,89.6,79.2,Municipal - DAEM
301,84.4,68.1,Particular Subvencionado
53,90.6,73.6,Municipal - DAEM
361,82,57.9,Municipal - DAEM
175,92.6,73.7,Municipal - DAEM
233,90.6,73,Municipal - DAEM
66,90.9,77.3,Municipal - DAEM
970,72.6,49.4,Municipal - DAEM
172,77.3,57,Municipal - DAEM
257,89.5,71.6,Municipal - DAEM
29,82.8,72.4,Municipal - DAEM
170,74.7,57.6,Municipal - DAEM
326,86.8,63.5,Municipal - DAEM
168,78,54.8,Municipal - DAEM
136,83.1,66.9,Municipal - DAEM
87,69,47.1,Municipal - DAEM
113,72.6,44.2,Municipal - DAEM
84,86.9,67.9,Municipal - DAEM
95,74.7,60,Municipal - DAEM
61,73.8,52.5,Municipal - DAEM
93,75.3,49.5,Municipal - DAEM
295,52.2,31.2,Particular Subvencionado
301,38.2,22.3,Particular Subvencionado
331,61.9,41.7,Particular Subvencionado
315,56.5,32.7,Particular Subvencionado
229,91.7,75.1,Municipal - DAEM
125,94.4,77.6,Municipal - DAEM
81,91.4,74.1,Municipal - DAEM
89,91,64,Municipal - DAEM
132,94.7,74.2,Municipal - DAEM
17,100,70.6,Municipal - DAEM
34,100,82.4,Municipal - DAEM
66,90.9,80.3,Municipal - DAEM
324,69.1,40.4,Particular Subvencionado
62,85.5,71,Municipal - DAEM
70,92.9,68.6,Municipal - DAEM
466,77,51.5,Particular Subvencionado
249,89.6,72.7,Municipal - DAEM
48,95.8,83.3,Municipal - DAEM
172,78.5,55.8,Municipal - DAEM
42,90.5,78.6,Municipal - DAEM
56,83.9,71.4,Municipal - DAEM
40,72.5,50,Municipal - DAEM
50,80,58,Municipal - DAEM
483,78.1,54.7,Particular Subvencionado
127,85,63.8,Municipal - DAEM
153,87.6,71.9,Municipal - DAEM
81,87.7,60.5,Municipal - DAEM
106,77.4,59.4,Municipal - DAEM
109,84.4,61.5,Municipal - DAEM
446,90.4,74,Municipal - DAEM
126,97.6,92.1,Municipal - DAEM
150,88,72.7,Municipal - DAEM
214,91.1,72,Municipal - DAEM
160,90,72.5,Municipal - DAEM
180,83.3,57.2,Municipal - DAEM
24,91.7,79.2,Municipal - DAEM
27,81.5,55.6,Municipal - DAEM
31,100,67.7,Municipal - DAEM
56,92.9,66.1,Municipal - DAEM
301,93.4,73.8,Particular Subvencionado
270,87.8,62.2,Particular Subvencionado
567,78.1,51.9,Particular Subvencionado
305,93.8,79.7,Municipal - DAEM
130,93.8,76.9,Municipal - DAEM
130,87.7,70,Municipal - DAEM
27,92.6,77.8,Municipal - DAEM
106,91.5,75.5,Municipal - DAEM
102,94.1,73.5,Municipal - DAEM
92,89.1,68.5,Municipal - DAEM
304,87.8,67.4,Particular Subvencionado
42,92.9,64.3,Particular Subvencionado
301,75.1,52.8,Municipal - DAEM
246,89.8,72.4,Municipal - DAEM
523,82.8,63.3,Municipal - DAEM
201,91.5,79.6,Municipal - DAEM
344,89.8,72.4,Municipal - DAEM
573,80.5,58.5,Municipal - DAEM
280,87.9,73.2,Municipal - DAEM
258,92.2,82.2,Municipal - DAEM
180,84.4,62.2,Municipal - DAEM
165,92.1,78.8,Municipal - DAEM
169,82.8,60.9,Municipal - DAEM
46,87,73.9,Municipal - DAEM
61,83.6,73.8,Municipal - DAEM
66,54.5,33.3,Particular Subvencionado
360,60.6,38.3,Particular Subvencionado
136,91.2,75,Particular Subvencionado
658,75.4,48.6,Particular Subvencionado
824,76.8,54.9,Particular Subvencionado
18,100,77.8,Particular Subvencionado
480,73.1,51.5,Particular Subvencionado
179,87.7,73.7,Municipal - DAEM
212,82.5,66,Municipal - DAEM
118,89.8,72.9,Municipal - DAEM
27,77.8,66.7,Municipal - DAEM
50,86,56,Municipal - DAEM
255,76.5,55.3,Particular Subvencionado
124,89.5,84.7,Municipal - DAEM
258,88,70.5,Municipal - DAEM
238,89.1,74.4,Municipal - DAEM
108,95.4,83.3,Municipal - DAEM
151,96.7,79.5,Municipal - DAEM
188,95.2,80.9,Municipal - DAEM
103,90.3,78.6,Municipal - DAEM
88,88.6,60.2,Municipal - DAEM
499,76.4,49.1,Particular Subvencionado
527,81.6,63,Particular Subvencionado
171,89.5,77.2,Particular Subvencionado
85,69.4,50.6,Particular Subvencionado
233,82,59.2,Municipal - DAEM
304,84.9,68.1,Municipal - DAEM
335,87.8,67.2,Municipal - DAEM
58,91.4,67.2,Municipal - DAEM
430,70.9,46.5,Particular Subvencionado
553,56.6,34.5,Particular Subvencionado
422,88.6,68.5,Municipal - DAEM
78,91,71.8,Municipal - DAEM
113,91.2,73.5,Municipal - DAEM
64,82.8,48.4,Municipal - DAEM
106,94.3,72.6,Municipal - DAEM
114,89.5,52.6,Municipal - DAEM
131,90.1,66.4,Municipal - DAEM
6,100,50,Municipal - DAEM
66,90.9,56.1,Municipal - DAEM
36,97.2,50,Municipal - DAEM
289,90.7,56.1,Municipal - DAEM
333,94,53.2,Municipal - DAEM
171,95.3,68.4,Municipal - DAEM
296,92.2,57.8,Municipal - DAEM
86,91.9,52.3,Municipal - DAEM
165,92.7,55.8,Municipal - DAEM
29,65.5,24.1,Municipal - DAEM
243,84,56,Municipal - DAEM
38,81.6,68.4,Municipal - DAEM
339,79.1,30.1,Particular Subvencionado
163,86.5,48.5,Particular Subvencionado
286,67.5,33.9,Particular Subvencionado
380,77.9,42.4,Particular Subvencionado
257,83.3,40.1,Particular Subvencionado
319,63,23.2,Particular Subvencionado
315,90.5,54,Municipal - DAEM
144,85.4,69.4,Municipal - DAEM
130,93.8,65.4,Municipal - DAEM
28,60.7,35.7,Municipal - DAEM
3,66.7,33.3,Municipal - DAEM
73,74,56.2,Municipal - DAEM
9,88.9,77.8,Municipal - DAEM
55,81.8,65.5,Municipal - DAEM
431,91,53.1,Particular Subvencionado
100,87,75,Municipal - Corporacion
68,88.2,75,Municipal - Corporacion
220,82.3,64.5,Municipal - Corporacion
242,88,66.5,Municipal - Corporacion
206,90.8,70.4,Municipal - Corporacion
157,86,68.8,Municipal - Corporacion
94,63.8,41.5,Municipal - Corporacion
234,82.1,60.7,Municipal - Corporacion
134,91.8,79.1,Municipal - Corporacion
440,87.5,70.9,Municipal - Corporacion
133,91,79.7,Municipal - Corporacion
167,85.6,67.1,Municipal - Corporacion
332,91.6,77.1,Municipal - Corporacion
250,84.8,66.8,Municipal - Corporacion
726,82.6,60.1,Municipal - Corporacion
492,88.8,69.7,Municipal - Corporacion
631,84.9,65.6,Municipal - Corporacion
460,78.5,58.3,Municipal - Corporacion
130,91.5,76.2,Municipal - Corporacion
96,92.7,80.2,Municipal - Corporacion
174,92.5,78.2,Municipal - Corporacion
401,94.5,77.8,Municipal - Corporacion
153,85,69.3,Municipal - Corporacion
218,82.1,64.2,Municipal - Corporacion
113,87.6,77.9,Municipal - Corporacion
390,84.4,63.6,Municipal - Corporacion
97,90.7,73.2,Municipal - Corporacion
168,97,82.7,Municipal - Corporacion
330,80.6,63,Municipal - Corporacion
196,79.1,60.7,Municipal - Corporacion
164,89.6,67.7,Municipal - Corporacion
148,87.2,75,Municipal - Corporacion
109,89,74.3,Municipal - Corporacion
8,87.5,62.5,Municipal - Corporacion
81,87.7,80.2,Municipal - Corporacion
149,94.6,81.2,Municipal - Corporacion
230,82.6,61.7,Municipal - Corporacion
343,72.6,45.2,Municipal - Corporacion
346,87.6,72.5,Municipal - Corporacion
116,84.5,74.1,Municipal - Corporacion
202,89.6,74.8,Municipal - Corporacion
180,88.9,66.7,Municipal - Corporacion
66,72.7,60.6,Municipal - Corporacion
218,68.8,45.9,Particular Subvencionado
117,49.6,22.2,Particular Subvencionado
689,42.5,18.6,Particular Subvencionado
490,71.4,46.1,Particular Subvencionado
279,80.6,57,Particular Subvencionado
572,75.5,53.3,Particular Subvencionado
404,58.2,33.4,Particular Subvencionado
303,61.7,40.9,Particular Subvencionado
268,60.1,31.3,Particular Subvencionado
707,51.8,33.1,Particular Subvencionado
477,82.6,62.7,Particular Subvencionado
304,79.6,54.9,Particular Subvencionado
591,58.4,34.2,Particular Subvencionado
646,69.7,45.5,Particular Subvencionado
149,79.2,52.3,Particular Subvencionado
307,77.9,48.2,Particular Subvencionado
212,83,64.6,Particular Subvencionado
185,69.2,44.3,Particular Subvencionado
419,75.4,46.8,Particular Subvencionado
174,66.7,46,Particular Subvencionado
295,74.2,58.3,Particular Subvencionado
632,66,44,Particular Subvencionado
206,76.7,48.1,Particular Subvencionado
261,57.9,40.2,Particular Subvencionado
437,81.5,59,Particular Subvencionado
105,79,55.2,Particular Subvencionado
450,80.2,60.4,Particular Subvencionado
350,69.1,40.6,Particular Subvencionado
178,69.7,44.9,Particular Subvencionado
325,63.1,38.2,Particular Subvencionado
213,44.6,21.6,Particular Subvencionado
45,66.7,40,Particular Subvencionado
277,56.3,30.7,Particular Subvencionado
119,61.3,32.8,Particular Subvencionado
256,67.2,50.4,Municipal - Corporacion
83,74.7,54.2,Municipal - Corporacion
470,61.7,41.7,Municipal - Corporacion
194,73.7,62.9,Municipal - Corporacion
150,66.7,48.7,Municipal - Corporacion
157,71.3,57.3,Municipal - Corporacion
667,81.6,63,Municipal - Corporacion
347,76.1,55.3,Municipal - Corporacion
494,72.1,51.4,Municipal - Corporacion
420,87.1,67.4,Municipal - Corporacion
225,66.2,43.6,Municipal - Corporacion
272,57.7,41.2,Municipal - Corporacion
284,90.8,71.1,Municipal - DAEM
96,80.2,59.4,Municipal - Corporacion
276,83,63.8,Municipal - Corporacion
136,81.6,58.8,Municipal - Corporacion
158,75.3,54.4,Municipal - Corporacion
134,80.6,66.4,Municipal - Corporacion
181,79.6,59.7,Municipal - Corporacion
411,78.6,61.8,Municipal - Corporacion
294,88.4,67,Municipal - DAEM
203,72.4,58.1,Municipal - Corporacion
141,83.7,68.8,Municipal - Corporacion
194,64.9,46.9,Municipal - Corporacion
202,57.9,35.1,Municipal - Corporacion
175,74.9,54.3,Municipal - Corporacion
217,88.9,72.8,Municipal - Corporacion
497,72.6,53.7,Municipal - Corporacion
248,89.5,77.4,Municipal - Corporacion
135,88.1,73.3,Municipal - Corporacion
196,73,50,Municipal - Corporacion
59,83.1,66.1,Municipal - Corporacion
329,87.5,71.4,Municipal - Corporacion
136,72.8,56.6,Municipal - Corporacion
179,78.2,61.5,Municipal - Corporacion
181,76.8,56.9,Municipal - Corporacion
144,86.1,72.9,Municipal - Corporacion
99,78.8,56.6,Municipal - Corporacion
295,80.7,60.7,Municipal - Corporacion
66,69.7,47,Municipal - Corporacion
154,72.1,51.9,Municipal - Corporacion
602,38.2,16.8,Particular Subvencionado
604,54.5,34.3,Particular Subvencionado
312,58.7,36.2,Particular Subvencionado
207,77.8,51.2,Particular Subvencionado
487,66.5,40.9,Particular Subvencionado
731,68.7,47.9,Particular Subvencionado
279,57,32.3,Particular Subvencionado
324,45.4,22.2,Particular Subvencionado
605,58.8,34.2,Particular Subvencionado
401,60.6,34.9,Particular Subvencionado
672,57.9,31,Particular Subvencionado
545,62.4,39.4,Particular Subvencionado
1184,36.9,14.9,Particular Subvencionado
155,66.5,43.2,Particular Subvencionado
225,49.8,28.4,Particular Subvencionado
163,66.9,43.6,Particular Subvencionado
84,88.1,60.7,Particular Subvencionado
222,56.3,30.2,Particular Subvencionado
301,66.8,47.8,Particular Subvencionado
463,32.6,12.1,Particular Subvencionado
454,31.9,12.3,Particular Subvencionado
171,91.8,50.3,Particular Subvencionado
169,55,33.7,Particular Subvencionado
407,64.4,39.8,Particular Subvencionado
180,86.7,66.7,Particular Subvencionado
74,98.6,90.5,Municipal - DAEM
132,93.9,82.6,Municipal - DAEM
466,89.1,76.2,Municipal - DAEM
99,81.8,59.6,Municipal - DAEM
35,60,45.7,Municipal - DAEM
672,72.8,54.9,Particular Subvencionado
335,62.1,41.8,Particular Subvencionado
497,79.7,56.5,Particular Subvencionado
331,78.9,54.1,Municipal - DAEM
230,83.9,62.6,Municipal - DAEM
156,72.4,48.1,Municipal - DAEM
214,81.3,60.3,Municipal - DAEM
13,69.2,61.5,Municipal - DAEM
44,86.4,63.6,Municipal - DAEM
52,73.1,46.2,Municipal - DAEM
109,78.9,64.2,Municipal - DAEM
75,86.7,54.7,Municipal - DAEM
85,84.7,58.8,Municipal - DAEM
3,66.7,66.7,Municipal - DAEM
22,90.9,59.1,Municipal - DAEM
43,74.4,55.8,Municipal - DAEM
86,88.4,64,Municipal - Corporacion
437,85.6,53.8,Municipal - Corporacion
25,88,52,Municipal - Corporacion
102,83.3,50,Municipal - Corporacion
345,90.1,52.5,Municipal - Corporacion
369,83.2,48.2,Municipal - Corporacion
222,91,54.5,Municipal - Corporacion
277,87,52.3,Municipal - Corporacion
172,83.7,49.4,Municipal - Corporacion
210,93.3,65.7,Municipal - Corporacion
209,93.3,63.6,Municipal - Corporacion
182,89.6,56.6,Municipal - Corporacion
141,75.2,46.8,Municipal - Corporacion
190,93.2,63.7,Municipal - Corporacion
174,89.7,48.9,Municipal - Corporacion
37,89.2,37.8,Municipal - Corporacion
19,78.9,47.4,Municipal - Corporacion
22,81.8,27.3,Municipal - Corporacion
29,65.5,41.4,Municipal - Corporacion
15,60,46.7,Municipal - Corporacion
153,78.4,34.6,Particular Subvencionado
541,41.6,14.8,Particular Subvencionado
257,56,22.2,Particular Subvencionado
729,53.6,18.5,Particular Subvencionado
157,75.2,36.9,Particular Subvencionado
426,72.1,37.8,Particular Subvencionado
295,42,13.6,Particular Subvencionado
371,74.4,36.7,Particular Subvencionado
213,77.9,34.7,Particular Subvencionado
200,81,48.5,Particular Subvencionado
238,70.2,32.8,Particular Subvencionado
558,61.6,25.6,Particular Subvencionado
313,64.2,34.5,Particular Subvencionado
303,81.2,44.9,Municipal - Corporacion
276,92.4,56.9,Municipal - Corporacion
245,85.7,49,Municipal - Corporacion
140,97.1,79.3,Municipal - Corporacion
308,85.4,55.2,Municipal - Corporacion
757,83.8,41.7,Municipal - Corporacion
145,93.8,75.2,Municipal - Corporacion
268,88.8,57.5,Municipal - Corporacion
234,96.6,60.3,Municipal - Corporacion
295,86.8,53.9,Municipal - Corporacion
264,82.6,48.1,Municipal - Corporacion
33,90.9,60.6,Municipal - Corporacion
1016,50.5,20.8,Particular Subvencionado
269,68.4,33.8,Particular Subvencionado
89,97.8,84.3,Particular Subvencionado
179,84.4,49.7,Particular Subvencionado
319,77.7,50.8,Municipal - DAEM
319,77.7,50.5,Municipal - DAEM
439,84.3,63.3,Municipal - DAEM
14,92.9,85.7,Municipal - DAEM
72,86.1,52.8,Municipal - DAEM
92,80.4,51.1,Municipal - DAEM
169,65.1,38.5,Particular Subvencionado
176,77.3,51.7,Particular Subvencionado
99,57.6,30.3,Municipal - DAEM
213,90.6,73.2,Municipal - DAEM
78,84.6,73.1,Municipal - DAEM
604,76.8,50,Municipal - DAEM
261,82,64.4,Municipal - DAEM
146,93.8,82.2,Municipal - DAEM
447,91.9,75.6,Municipal - DAEM
145,86.9,63.4,Municipal - DAEM
114,88.6,67.5,Municipal - DAEM
89,92.1,78.7,Municipal - DAEM
406,86.5,64.3,Municipal - DAEM
83,77.1,41,Municipal - DAEM
102,65.7,34.3,Municipal - DAEM
76,64.5,32.9,Municipal - DAEM
86,80.2,41.9,Municipal - DAEM
6,50,16.7,Municipal - DAEM
505,67.7,41,Particular Subvencionado
410,67.1,39.3,Particular Subvencionado
677,35.5,15.1,Particular Subvencionado
301,85.7,69.1,Particular Subvencionado
318,29.2,11.9,Particular Subvencionado
291,71.5,47.1,Particular Subvencionado
246,76.8,48.4,Particular Subvencionado
362,43.4,20.7,Particular Subvencionado
239,86.6,64.4,Particular Subvencionado
191,74.9,51.3,Particular Subvencionado
101,71.3,47.5,Particular Subvencionado
303,77.9,51.2,Particular Subvencionado
129,86,64.3,Particular Subvencionado
764,91.2,73.2,Municipal - DAEM
287,84.7,64.5,Municipal - DAEM
88,79.5,45.5,Municipal - DAEM
33,84.8,51.5,Municipal - DAEM
22,86.4,31.8,Municipal - DAEM
264,84.5,65.9,Municipal - DAEM
279,88.5,65.6,Municipal - DAEM
327,75.2,49.8,Municipal - DAEM
214,77.1,50.9,Municipal - DAEM
327,82.9,56.6,Particular Subvencionado
329,85.1,60.8,Municipal - DAEM
117,90.6,74.4,Municipal - DAEM
53,73.6,56.6,Municipal - DAEM
31,80.6,51.6,Particular Subvencionado
326,67.2,40.8,Particular Subvencionado
497,68.2,41.2,Municipal - DAEM
89,74.2,48.3,Municipal - DAEM
10,100,60,Municipal - DAEM
5,60,60,Municipal - DAEM
49,71.4,38.8,Municipal - DAEM
8,87.5,75,Municipal - DAEM
7,71.4,42.9,Municipal - DAEM
253,68,46.2,Particular Subvencionado
325,78.2,56.9,Municipal - DAEM
49,44.9,28.6,Municipal - Corporacion
563,47.1,29.1,Municipal - Corporacion
1037,66.6,40.3,Municipal - Corporacion
1141,70.6,48.6,Municipal - Corporacion
237,86.1,67.9,Municipal - Corporacion
480,74.6,49.4,Municipal - Corporacion
421,79.8,59.6,Municipal - Corporacion
305,87.2,72.1,Municipal - Corporacion
794,67.9,44.7,Municipal - Corporacion
1272,65.5,41.8,Municipal - Corporacion
283,78.4,55.8,Municipal - Corporacion
276,79.7,60.5,Municipal - Corporacion
405,76.3,57,Municipal - Corporacion
247,82.6,66.8,Municipal - Corporacion
209,84.7,66,Municipal - Corporacion
579,75.3,52.2,Municipal - Corporacion
165,78.8,58.8,Municipal - Corporacion
213,91.1,78.9,Municipal - Corporacion
321,78.2,56.4,Municipal - Corporacion
218,84.9,67.4,Municipal - Corporacion
116,96.6,87.1,Municipal - Corporacion
188,70.2,42.6,Municipal - Corporacion
329,82.7,61.1,Municipal - Corporacion
251,90.4,74.1,Municipal - Corporacion
58,70.7,46.6,Municipal - Corporacion
54,81.5,61.1,Municipal - Corporacion
116,82.8,56.9,Municipal - Corporacion
354,33.3,17.5,Particular Subvencionado
675,48.3,26.4,Particular Subvencionado
65,63.1,41.5,Particular Subvencionado
322,73.6,47.5,Particular Subvencionado
652,58.9,33.4,Particular Subvencionado
388,82.7,61.6,Particular Subvencionado
205,63.9,42.4,Particular Subvencionado
272,53.7,34.6,Particular Subvencionado
626,71.4,48.1,Particular Subvencionado
486,40.3,22.8,Particular Subvencionado
83,67.5,41,Particular Subvencionado
251,50.2,26.3,Particular Subvencionado
143,66.4,40.6,Particular Subvencionado
514,55.6,30.5,Particular Subvencionado
495,55.2,36.8,Particular Subvencionado
680,50,29.4,Particular Subvencionado
233,58.4,36.9,Particular Subvencionado
287,47,29.3,Particular Subvencionado
63,87.3,66.7,Particular Subvencionado
378,82.3,59.5,Municipal - DAEM
594,78.1,55.4,Municipal - DAEM
240,89.2,69.2,Municipal - DAEM
234,82.5,51.3,Municipal - DAEM
145,88.3,69.7,Municipal - DAEM
358,68.4,46.6,Particular Subvencionado
596,59.2,37.8,Particular Subvencionado
77,97.4,89.6,Particular Subvencionado
496,77,55.6,Municipal - DAEM
233,73,52.4,Municipal - DAEM
197,77.2,52.8,Municipal - DAEM
129,72.1,58.9,Municipal - DAEM
240,67.5,36.3,Municipal - DAEM
106,74.5,48.1,Municipal - DAEM
55,89.1,72.7,Particular Subvencionado
572,86.4,65.9,Municipal - DAEM
85,82.4,58.8,Municipal - DAEM
53,92.5,69.8,Municipal - DAEM
50,82,70,Municipal - DAEM
35,85.7,48.6,Municipal - DAEM
106,76.4,60.4,Municipal - DAEM
141,85.8,63.8,Particular Subvencionado
433,89.6,75.1,Municipal - DAEM
454,88.8,70.5,Municipal - DAEM
148,82.4,58.1,Municipal - DAEM
144,81.3,60.4,Municipal - DAEM
39,79.5,69.2,Municipal - DAEM
19,78.9,68.4,Municipal - DAEM
118,61.9,42.4,Particular Subvencionado
481,73.2,54.7,Particular Subvencionado
449,79.7,48.3,Municipal - DAEM
328,91.2,66.8,Municipal - DAEM
159,78,51.6,Municipal - DAEM
310,71.9,41,Municipal - DAEM
179,86.6,69.8,Municipal - DAEM
228,82.9,61,Municipal - DAEM
91,69.2,33,Municipal - DAEM
36,80.6,63.9,Municipal - DAEM
30,80,43.3,Municipal - DAEM
27,74.1,25.9,Municipal - DAEM
240,70.8,41.3,Municipal - DAEM
163,48.5,24.5,Particular Subvencionado
908,49.8,26.2,Particular Subvencionado
297,77.1,49.8,Municipal - DAEM
133,77.4,38.3,Municipal - DAEM
608,62.5,34.5,Municipal - DAEM
253,78.3,56.9,Municipal - DAEM
776,77.7,47.9,Municipal - DAEM
115,93.9,80,Municipal - DAEM
399,82.2,60.2,Municipal - DAEM
145,90.3,64.1,Municipal - DAEM
58,72.4,41.4,Municipal - DAEM
224,77.7,44.6,Municipal - DAEM
112,83.9,52.7,Municipal - DAEM
111,78.4,44.1,Municipal - DAEM
83,83.1,53,Municipal - DAEM
225,92.4,69.8,Municipal - DAEM
224,73.7,44.2,Municipal - DAEM
124,71,44.4,Municipal - DAEM
28,89.3,46.4,Municipal - DAEM
41,90.2,65.9,Municipal - DAEM
477,44.2,24.7,Particular Subvencionado
367,67.6,43.9,Particular Subvencionado
343,80.5,63.3,Municipal - DAEM
